Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777588506,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588507,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588508,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588509,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588510,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588511,60,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588512,70,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588513,80,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588514,90,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588515,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588516,110,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588517,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588518,130,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588519,140,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588520,150,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588521,160,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588522,170,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588523,180,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777588524,190,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,10,10,2036.413400004676,2037.6210300011735,2036.413400004676,2040.1343000048655,0.0
1777588525,200,,Aggregated,0.000000,0.000000,2000,2000,2000,2000,17000,18000,18000,18000,18000,18000,18000,12,10,2036.413400004676,4638.733141668126,2036.413400004676,18388.36980000633,9.25
1777588526,200,,Aggregated,1.000000,1.000000,2000,2000,2000,17000,18000,18000,18000,18000,18000,18000,18000,13,10,2036.413400004676,5668.207746155251,2036.413400004676,18388.36980000633,12.846153846153847
1777588527,200,,Aggregated,1.100000,1.000000,2000,17000,18000,18000,20000,21000,21000,21000,21000,21000,21000,16,10,2036.413400004676,8224.339287501607,2036.413400004676,20646.561599998677,20.9375
1777588528,200,,Aggregated,1.200000,1.000000,2000,17000,18000,20000,21000,22000,22000,22000,22000,22000,22000,18,10,2036.413400004676,9637.112361112991,2036.413400004676,21702.52490000712,24.833333333333332
1777588529,200,,Aggregated,1.400000,1.000000,17000,18000,20000,20000,21000,22000,22000,22000,22000,22000,22000,20,10,2036.413400004676,10653.102725001736,2036.413400004676,21702.52490000712,27.95
1777588530,200,,Aggregated,1.700000,1.000000,17000,20000,20000,20000,21000,22000,24000,24000,24000,24000,24000,23,10,17000.0,12028.896321740278,2036.413400004676,23600.0103999977,31.608695652173914
1777588531,200,,Aggregated,1.900000,1.000000,18000,20000,21000,21000,22000,24000,24000,24000,24000,24000,24000,26,10,18000.0,13228.30073077029,2036.413400004676,24440.831200001412,34.42307692307692
1777588532,200,,Aggregated,1.900000,1.000000,18000,20000,21000,21000,24000,24000,25000,25000,25000,25000,25000,27,10,18000.0,13678.449025926831,2036.413400004676,25382.304699996894,35.18518518518518
1777588533,200,,Aggregated,2.400000,1.000000,19000,21000,21000,22000,24000,25000,25000,25000,25000,25000,25000,29,10,19000.0,14423.210865517893,2036.413400004676,25382.304699996894,36.62068965517241
1777588534,200,,Aggregated,2.700000,1.000000,20000,21000,24000,24000,25000,26000,27000,27000,27000,27000,27000,32,10,20000.0,15479.739143750521,2036.413400004676,27048.553699998592,38.40625
1777588535,200,,Aggregated,2.800000,1.000000,20000,21000,24000,24000,25000,27000,27000,27000,27000,27000,27000,33,10,20000.0,15817.071524242981,2036.413400004676,27048.553699998592,38.93939393939394
1777588536,200,,Aggregated,2.000000,0.000000,20000,22000,24000,25000,27000,28000,28000,28000,28000,28000,28000,36,10,20000.0,16823.365819444607,2036.413400004676,28171.021299996937,40.361111111111114
1777588537,200,,Aggregated,2.100000,0.000000,21000,24000,25000,27000,28000,30000,31000,31000,31000,31000,31000,39,10,21000.0,17820.06095128226,2036.413400004676,31228.925000003073,41.56410256410256
1777588538,200,,Aggregated,2.100000,0.000000,26000,28000,28000,29000,30000,31000,31000,31000,31000,31000,31000,61,10,26000.0,21854.58220983569,2036.413400004676,31494.4292999935,50.295081967213115
1777588539,200,,Aggregated,2.300000,0.000000,26000,28000,28000,29000,30000,31000,31000,31000,31000,31000,31000,64,10,25000.0,21710.645817187127,2036.413400004676,31494.4292999935,50.5625
1777588540,200,,Aggregated,4.300000,0.000000,25000,27000,28000,28000,30000,31000,31000,31000,31000,31000,31000,67,10,25000.0,21122.91659552197,2036.413400004676,31494.4292999935,50.80597014925373
1777588541,200,,Aggregated,4.300000,0.000000,25000,27000,28000,28000,30000,31000,31000,31000,31000,31000,31000,68,10,24000.0,20882.428827940792,2036.413400004676,31494.4292999935,50.86764705882353
1777588542,200,,Aggregated,4.500000,0.000000,24000,27000,28000,28000,30000,31000,31000,31000,31000,31000,31000,70,10,24000.0,20678.611684285297,2036.413400004676,31494.4292999935,51.0
1777588543,200,,Aggregated,4.300000,0.000000,24000,27000,28000,28000,30000,31000,31000,31000,31000,31000,31000,72,10,24000.0,20459.441044444146,2036.413400004676,31494.4292999935,51.138888888888886
1777588544,200,,Aggregated,4.100000,0.000000,24000,27000,28000,28000,30000,31000,31000,31000,31000,31000,31000,74,10,24000.0,20491.58797027003,2036.413400004676,31494.4292999935,51.270270270270274
