Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777589279,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589280,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589281,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589282,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589283,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589284,60,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589285,70,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589286,80,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589287,90,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589288,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589289,110,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589290,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589291,130,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777589292,140,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,7,7,2074.6005000037258,2065.7165000011446,2063.5707000037655,2074.6005000037258,0.0
1777589293,150,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,27,27,2079.1880000033416,2063.5701592594464,2048.2317000059993,2079.1880000033416,0.0
1777589294,160,,Aggregated,0.700000,0.700000,2000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,44,44,2021.8586999981198,2053.8238386369894,2021.8586999981198,2079.1880000033416,0.0
1777589295,170,,Aggregated,1.700000,1.700000,2000,2100,2100,2100,2100,2100,2100,16000,16000,16000,16000,56,55,2021.8586999981198,2302.8275928576736,2021.8586999981198,16108.223000002909,1.0892857142857142
1777589296,180,,Aggregated,3.100000,3.100000,2000,2000,2100,2100,2100,2100,17000,17000,17000,17000,17000,73,70,2021.8586999981198,2642.976115068998,2021.8586999981198,16953.594200000225,2.493150684931507
1777589297,190,,Aggregated,4.400000,4.400000,2000,2000,2100,2100,2100,2100,17000,17000,17000,17000,17000,88,85,2021.8586999981198,2539.622025000509,2021.8586999981198,16953.594200000225,2.0681818181818183
1777589298,200,,Aggregated,5.700000,5.500000,2000,2000,2100,2100,2100,17000,18000,18000,18000,18000,18000,119,109,2000.0,3094.8509588239526,1719.9208000020008,18478.30179999437,5.487394957983193
1777589299,200,,Aggregated,7.300000,7.000000,2000,2000,2100,2100,2100,17000,18000,18000,19000,19000,19000,147,134,2000.0,3119.519132653431,1719.9208000020008,19228.148999995028,5.761904761904762
1777589300,200,,Aggregated,10.300000,9.300000,2000,2000,2000,2100,2100,17000,18000,19000,20000,20000,20000,183,166,2000.0,3000.738161202412,1719.9208000020008,19594.32299999753,5.961748633879782
1777589301,200,,Aggregated,12.900000,11.600000,2000,2000,2000,2100,2100,18000,19000,20000,21000,21000,21000,213,192,2000.0,3127.6918436621136,1719.9208000020008,21456.501300002856,6.366197183098592
1777589302,200,,Aggregated,15.400000,14.100000,2000,2000,2000,2100,2100,17000,20000,20000,22000,22000,22000,250,224,2000.0,3055.0983544000487,1661.0355999946478,21773.207099999127,6.732
1777589303,200,,Aggregated,19.400000,17.300000,2000,2000,2000,2000,2100,17000,20000,21000,23000,23000,23000,287,255,2000.0,3029.5282477352844,1661.0355999946478,22663.433800000348,7.2926829268292686
1777589304,200,,Aggregated,21.600000,19.300000,2000,2000,2000,2100,2100,18000,20000,23000,24000,24000,24000,320,283,2000.0,3145.7371493750325,1661.0355999946478,24166.68789999676,7.63125
1777589305,200,,Aggregated,24.500000,21.700000,2000,2000,2000,2100,2100,17000,20000,23000,24000,24000,24000,355,315,2000.0,3099.764347323964,1661.0355999946478,24166.68789999676,7.394366197183099
1777589306,200,,Aggregated,26.300000,23.000000,2000,2000,2000,2000,2100,17000,21000,24000,26000,26000,26000,387,342,2000.0,3095.565194832125,1661.0355999946478,25574.53979999991,7.684754521963824
1777589307,200,,Aggregated,28.700000,24.900000,2000,2000,2000,2000,2100,16000,21000,24000,26000,26000,26000,423,375,2000.0,3077.500568085185,1661.0355999946478,26022.771800002374,7.515366430260047
1777589308,200,,Aggregated,30.600000,26.800000,2000,2000,2000,2000,2100,5500,20000,24000,26000,26000,26000,455,400,2000.0,3035.283053846251,1661.0355999946478,26022.771800002374,8.021978021978022
1777589309,200,,Aggregated,32.400000,28.200000,2000,2000,2000,2000,2900,5700,21000,24000,28000,28000,28000,478,416,2000.0,3072.899565272109,1661.0355999946478,27824.784100004763,8.642259414225942
1777589310,200,,Aggregated,33.400000,29.300000,2000,2000,2000,2000,2600,5500,21000,24000,28000,28000,28000,499,437,2000.0,3029.3394246494145,1661.0355999946478,27824.784100004763,8.278557114228457
1777589311,200,,Aggregated,32.900000,28.700000,2000,2000,2000,2000,2900,5400,20000,24000,28000,28000,28000,524,457,2000.0,2994.01160419856,1661.0355999946478,27824.784100004763,8.465648854961833
1777589312,200,,Aggregated,33.000000,28.100000,2000,2000,2000,2000,3000,5700,21000,24000,31000,31000,31000,545,474,2000.0,3038.4487955963928,1661.0355999946478,31139.702099993883,8.66788990825688
1777589313,200,,Aggregated,31.200000,27.100000,2000,2000,2000,2000,3200,5500,20000,24000,31000,31000,31000,568,493,2000.0,3014.748816197231,1661.0355999946478,31139.702099993883,8.746478873239436
